order_number,quantity,unit_price,line_number,status,product,msrp,product_code,customer_name,phone,address,city,state,postal_code,country,territory,month_relative,customer_id,contact
10300,41,92.4,1,Shipped,Classic Cars,77,S18_1889,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,NA,60528,Germany,EMEA,19,14,Keitel Roland
10310,20,91.63,6,Shipped,Classic Cars,77,S18_1889,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,NA,50739,Germany,EMEA,7,85,Pfalzheim Henriette
10321,37,78.54,14,Shipped,Classic Cars,77,S18_1889,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,United States,NA,6,35,Benitez Violeta
10329,29,100,9,Shipped,Classic Cars,77,S18_1889,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,6,47,Yu Kwai
10342,55,65.45,1,Shipped,Classic Cars,77,S18_1889,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,6,6,Ferguson Peter
10363,22,100,7,Shipped,Classic Cars,77,S18_1889,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,4,79,Suominen Kalle
10377,31,67.76,4,Shipped,Classic Cars,77,S18_1889,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,NA,21240,Finland,EMEA,3,86,Karttunen Matti
10389,49,79.22,3,Shipped,Classic Cars,77,S18_1889,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,NA,S-844 67,Sweden,EMEA,2,74,Larsson Maria
10405,61,73.92,4,Shipped,Classic Cars,77,S18_1889,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,NA,67000,France,EMEA,1,54,Citeaux Frederique
10419,39,83.93,9,Shipped,Classic Cars,77,S18_1889,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,NA,5020,Austria,EMEA,0,72,Pipps Georg
10109,38,100,3,Shipped,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,United States,NA,26,59,Hernandez Rosa
10122,31,100,1,Shipped,Classic Cars,142,S18_1984,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,NA,13008,France,EMEA,24,49,Lebihan Laurence
10136,36,100,1,Shipped,Classic Cars,142,S18_1984,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,NA,31000,France,EMEA,22,1,Roulet Annette
10148,25,100,12,Shipped,Classic Cars,142,S18_1984,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,20,3,O'Hara Anna
10161,48,100,11,Shipped,Classic Cars,142,S18_1984,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,NA,8200,Denmark,EMEA,19,41,Ibsen Palle
10171,35,100,1,Shipped,Classic Cars,142,S18_1984,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,18,67,Fresnisre Jean
10181,21,100,5,Shipped,Classic Cars,142,S18_1984,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,NA,N 5804,Norway,EMEA,18,42,Oeztan Veysel
10192,47,100,10,Shipped,Classic Cars,142,S18_1984,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,18,62,Young Valarie
10204,38,100,16,Shipped,Classic Cars,142,S18_1984,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,17,60,Young Jeff
10212,41,100,9,Shipped,Classic Cars,142,S18_1984,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,16,34,Freyre Diego
10226,24,100,7,Shipped,Classic Cars,142,S18_1984,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,United States,NA,15,22,Thompson Valarie
10240,37,100,2,Shipped,Classic Cars,142,S18_1984,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,13,64,Kentary Mory
10253,33,100,4,Cancelled,Classic Cars,142,S18_1984,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,NA,WX1 6LT,United Kingdom,EMEA,11,88,Devon Elizabeth
10266,49,100,5,Shipped,Classic Cars,142,S18_1984,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,10,44,Moroni Maurizio
10278,29,100,5,Shipped,Classic Cars,142,S18_1984,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,9,76,King Sue
10287,24,100,3,Shipped,Classic Cars,142,S18_1984,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,NA,1203,Switzerland,EMEA,9,89,Holz Michael
10301,47,100,7,Shipped,Classic Cars,142,S18_1984,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,NA,N 0106,Norway,EMEA,19,61,Klaeboe Jan
10310,24,100,1,Shipped,Classic Cars,142,S18_1984,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,NA,50739,Germany,EMEA,7,85,Pfalzheim Henriette
10321,25,100,9,Shipped,Classic Cars,142,S18_1984,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,United States,NA,6,35,Benitez Violeta
10331,30,32.47,8,Shipped,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,United States,NA,6,59,Hernandez Rosa
10342,22,100,3,Shipped,Classic Cars,142,S18_1984,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,6,6,Ferguson Peter
10356,27,64.69,2,Shipped,Classic Cars,142,S18_1984,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,NA,75508,France,EMEA,5,48,Da Cunha Daniel
10366,34,100,3,Shipped,Classic Cars,142,S18_1984,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,NA,B-6000,Belgium,EMEA,4,71,Cartrain Pascale
10377,36,100,6,Shipped,Classic Cars,142,S18_1984,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,NA,21240,Finland,EMEA,3,86,Karttunen Matti
10390,34,43.05,15,Shipped,Classic Cars,142,S18_1984,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,2,57,Nelson Valarie
10406,48,100,2,Disputed,Classic Cars,142,S18_1984,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,NA,1734,Denmark,EMEA,1,28,Petersen Jytte
10419,34,100,4,Shipped,Classic Cars,142,S18_1984,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,NA,5020,Austria,EMEA,0,72,Pipps Georg
10104,24,100,8,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,28,34,Freyre Diego
10115,46,100,4,Shipped,Classic Cars,163,S18_2238,Classic Legends Inc.,2125558493,5905 Pompton St.,New York,NY,10022,United States,NA,25,20,Hernandez Maria
10127,45,100,10,Shipped,Classic Cars,163,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,23,60,Young Jeff
10141,39,100,4,Shipped,Classic Cars,163,S18_2238,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,21,79,Suominen Kalle
10151,43,100,2,Shipped,Classic Cars,163,S18_2238,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,NA,90110,Finland,EMEA,20,65,Koskitalo Pirkko
10165,29,100,11,Shipped,Classic Cars,163,S18_2238,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,19,32,Natividad Eric
10176,20,100,10,Shipped,Classic Cars,163,S18_2238,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,18,44,Moroni Maurizio
10184,46,100,5,Shipped,Classic Cars,163,S18_2238,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,NA,41101,Spain,EMEA,18,43,Roel Jose Pedro
10195,27,100,5,Shipped,Classic Cars,163,S18_2238,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,United States,NA,18,55,Frick Steve
10207,44,100,6,Shipped,Classic Cars,163,S18_2238,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,United States,NA,17,30,Franco Valarie
10219,43,100,1,Shipped,Classic Cars,163,S18_2238,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,United States,NA,15,75,Taylor Sue
10230,49,100,8,Shipped,Classic Cars,163,S18_2238,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,NA,60528,Germany,EMEA,14,14,Keitel Roland
10246,40,100,4,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,12,34,Freyre Diego
10259,30,100,3,Shipped,Classic Cars,163,S18_2238,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,11,40,Victorino Wendy
10271,50,100,4,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,10,57,Nelson Valarie
10282,23,100,13,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,9,57,Nelson Valarie
10292,26,100,7,Shipped,Classic Cars,163,S18_2238,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,8,47,Yu Kwai
10305,27,100,4,Shipped,Classic Cars,163,S18_2238,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,7,50,Hernandez Marta
10314,42,100,13,Shipped,Classic Cars,163,S18_2238,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,NA,8200,Denmark,EMEA,7,41,Ibsen Palle
10324,47,100,8,Shipped,Classic Cars,163,S18_2238,Vitachrome Inc.,2125551500,2678 Kingston Rd.,New York,NY,10022,United States,NA,6,90,Frick Michael
10336,49,100,6,Shipped,Classic Cars,163,S18_2238,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,NA,75012,France,EMEA,6,45,Bertrand Marie
10349,38,100,8,Shipped,Classic Cars,163,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,5,60,Young Jeff
10358,20,100,10,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10371,25,100,7,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,4,57,Nelson Valarie
10382,25,88,5,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,3,57,Nelson Valarie
10412,41,100,4,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,0,34,Freyre Diego
10425,28,100,3,In Process,Classic Cars,163,S18_2238,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,0,46,Labrune Janine
10100,50,67.8,2,Shipped,Vintage Cars,60,S18_2248,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,28,62,Young Valarie
10110,32,50.25,6,Shipped,Vintage Cars,60,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,26,11,Ashworth Victoria
10124,42,53.88,5,Shipped,Vintage Cars,60,S18_2248,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,24,76,King Sue
10149,24,62.36,10,Shipped,Vintage Cars,60,S18_2248,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,United States,NA,20,75,Taylor Sue
10162,27,69.62,8,Shipped,Vintage Cars,60,S18_2248,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,NA,United States,NA,19,24,Brown Julie
10173,26,57.51,12,Shipped,Vintage Cars,60,S18_2248,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,18,69,Rovelli Giovanni
10182,38,61.15,9,Shipped,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,18,57,Nelson Valarie
10193,42,59.33,13,Shipped,Vintage Cars,60,S18_2248,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,18,5,Connery Sean
10204,23,71.44,3,Shipped,Vintage Cars,60,S18_2248,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,17,60,Young Jeff
10214,21,62.96,6,Shipped,Vintage Cars,60,S18_2248,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,NA,28023,Spain,EMEA,16,25,Sommer Mart<a1>n
10227,28,50.85,9,Shipped,Vintage Cars,60,S18_2248,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,14,73,Saveley Mary
10241,33,72.65,1,Shipped,Vintage Cars,60,S18_2248,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,NA,67000,France,EMEA,13,54,Citeaux Frederique
10280,25,62.96,15,Shipped,Vintage Cars,60,S18_2248,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,NA,10100,Italy,EMEA,9,2,Accorti Paolo
10288,28,61.75,4,Shipped,Vintage Cars,60,S18_2248,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,8,40,Victorino Wendy
10303,46,49.04,2,Shipped,Vintage Cars,60,S18_2248,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,NA,41101,Spain,EMEA,7,43,Roel Jose Pedro
10312,30,61.15,16,Shipped,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,7,57,Nelson Valarie
10332,38,84.25,9,Shipped,Vintage Cars,60,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,6,11,Ashworth Victoria
10344,40,56.91,2,Shipped,Vintage Cars,60,S18_2248,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,NA,13008,France,EMEA,6,49,Lebihan Laurence
10367,45,100,4,Resolved,Vintage Cars,60,S18_2248,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,4,87,Young Julie
10379,27,49.3,1,Shipped,Vintage Cars,60,S18_2248,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10407,42,72.65,1,On Hold,Vintage Cars,60,S18_2248,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,United States,NA,1,83,Frick Sue
10420,36,63.57,4,In Process,Vintage Cars,60,S18_2248,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,0,77,Huxley Adrian
10104,29,100,12,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,28,34,Freyre Diego
10114,39,100,3,Shipped,Trucks and Buses,122,S18_2319,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,NA,75012,France,EMEA,25,45,Bertrand Marie
10127,45,100,14,Shipped,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,23,60,Young Jeff
10141,47,100,8,Shipped,Trucks and Buses,122,S18_2319,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,21,79,Suominen Kalle
10151,49,100,6,Shipped,Trucks and Buses,122,S18_2319,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,NA,90110,Finland,EMEA,20,65,Koskitalo Pirkko
10165,46,100,15,Shipped,Trucks and Buses,122,S18_2319,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,19,32,Natividad Eric
10175,48,100,4,Shipped,Trucks and Buses,122,S18_2319,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,NA,WX3 6FW,United Kingdom,EMEA,18,78,Brown Ann
10184,46,100,9,Shipped,Trucks and Buses,122,S18_2319,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,NA,41101,Spain,EMEA,18,43,Roel Jose Pedro
10195,35,100,9,Shipped,Trucks and Buses,122,S18_2319,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,United States,NA,18,55,Frick Steve
10207,43,100,10,Shipped,Trucks and Buses,122,S18_2319,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,United States,NA,17,30,Franco Valarie
10229,26,100,4,Shipped,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,14,57,Nelson Valarie
10246,22,98.18,8,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,12,34,Freyre Diego
10259,34,99.41,7,Shipped,Trucks and Buses,122,S18_2319,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,11,40,Victorino Wendy
10271,50,100,8,Shipped,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,10,57,Nelson Valarie
10281,48,100,4,Shipped,Trucks and Buses,122,S18_2319,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,United States,NA,9,29,Yu Kyung
10292,41,100,11,Shipped,Trucks and Buses,122,S18_2319,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,8,47,Yu Kwai
10305,36,100,8,Shipped,Trucks and Buses,122,S18_2319,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,7,50,Hernandez Marta
10313,29,100,2,Shipped,Trucks and Buses,122,S18_2319,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,7,18,Tannamuri Yoshi
10324,33,37.48,10,Shipped,Trucks and Buses,122,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,New York,NY,10022,United States,NA,6,90,Frick Michael
10334,46,100,6,On Hold,Trucks and Buses,122,S18_2319,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,NA,S-958 22,Sweden,EMEA,6,91,Berglund Christina
10349,38,100,7,Shipped,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,5,60,Young Jeff
10358,20,36.42,11,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10370,22,100,5,Shipped,Trucks and Buses,122,S18_2319,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,4,3,O'Hara Anna
10383,27,100,11,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10412,56,98.18,8,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,0,34,Freyre Diego
10425,38,99.41,7,In Process,Trucks and Buses,122,S18_2319,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,0,46,Labrune Janine
10101,25,100,4,Shipped,Vintage Cars,127,S18_2325,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,NA,60528,Germany,EMEA,28,14,Keitel Roland
10110,33,100,4,Shipped,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,26,11,Ashworth Victoria
10124,42,100,3,Shipped,Vintage Cars,127,S18_2325,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,24,76,King Sue
10149,33,100,8,Shipped,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,United States,NA,20,75,Taylor Sue
10162,38,100,6,Shipped,Vintage Cars,127,S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,NA,United States,NA,19,24,Brown Julie
10173,31,100,10,Shipped,Vintage Cars,127,S18_2325,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,18,69,Rovelli Giovanni
10182,20,100,7,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,18,57,Nelson Valarie
10193,44,100,11,Shipped,Vintage Cars,127,S18_2325,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,18,5,Connery Sean
10204,26,100,1,Shipped,Vintage Cars,127,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,17,60,Young Jeff
10214,27,100,4,Shipped,Vintage Cars,127,S18_2325,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,NA,28023,Spain,EMEA,16,25,Sommer Mart<a1>n
10227,46,100,7,Shipped,Vintage Cars,127,S18_2325,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,14,73,Saveley Mary
10243,47,100,2,Shipped,Vintage Cars,127,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,United States,NA,13,30,Franco Valarie
10280,37,100,13,Shipped,Vintage Cars,127,S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,NA,10100,Italy,EMEA,9,2,Accorti Paolo
10288,31,100,2,Shipped,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,8,40,Victorino Wendy
10304,24,100,17,Shipped,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,NA,78000,France,EMEA,7,8,Tonini Daniel
10312,31,100,14,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,7,57,Nelson Valarie
10322,50,100,6,Shipped,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,6,62,Young Valarie
10332,35,64.69,8,Shipped,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,6,11,Ashworth Victoria
10344,30,100,3,Shipped,Vintage Cars,127,S18_2325,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,NA,13008,France,EMEA,6,49,Lebihan Laurence
10356,29,100,3,Shipped,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,NA,75508,France,EMEA,5,48,Da Cunha Daniel
10367,27,100,5,Resolved,Vintage Cars,127,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,4,87,Young Julie
10380,40,100,10,Shipped,Vintage Cars,127,S18_2325,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10390,31,98.99,16,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,2,57,Nelson Valarie
10409,6,100,2,Shipped,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,1,40,Victorino Wendy
10420,45,100,2,In Process,Vintage Cars,127,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,0,77,Huxley Adrian
